Product_ID,Category,Brand,Season,Product_Name,Original_Price,Competitor_Price,Seasonality_Factor,Markdown_1,Markdown_2,Markdown_3,Markdown_4,Historical_Sales,Sales_After_M1,Sales_After_M2,Sales_After_M3,Sales_After_M4,Stock_Level,Promotion_Type,Customer Ratings,Return Rate,Optimal Discount
1514,Makeup,BrandE,Winter,Eyebrow Pencil,44.54,46.98,1.59,0.28,0.33,0.1,0.42,273,348,429,473,653,114,Online,4.7,1.73,0.28
1515,Bodycare,BrandF,Rainy,After-Sun Lotion,53,55.29,1.04,0.23,0.21,0.29,0.32,96,120,139,170,223,191,In-Store,4.8,1.26,0.26
1516,Skincare,BrandD,Rainy,Acne Treatment Gel,47.69,46.91,1.05,0.1,0.24,0.12,0.38,198,204,201,200,201,188,In-Store,4.8,1.46,0.21
1517,Makeup,BrandC,Summer,Lip Gloss,45.37,47.02,1.26,0.37,0.42,0.23,0.47,194,233,310,395,508,157,Online,4.9,1.02,0.37
1518,Bodycare,BrandA,Winter,Bath Salts,90.65,91.47,1.53,0.27,0.34,0.16,0.46,214,245,290,321,417,144,Online,4.9,1.19,0.31
1519,Makeup,BrandE,Winter,Foundation,18.96,21.87,1.58,0.22,0.44,0.15,0.45,305,382,468,507,703,107,Online,4.5,1.5,0.32
1520,Bodycare,BrandD,Rainy,Foot Cream,39.83,41.11,0.74,0.15,0.27,0.29,0.39,151,170,221,255,317,110,In-Store,4.6,1.67,0.28
1521,Bodycare,BrandB,Rainy,Body Lotion,44.36,44.85,1.16,0.25,0.23,0.17,0.33,97,112,132,153,185,184,In-Store,4.5,1.39,0.24
1522,Skincare,BrandC,Spring,Acne Treatment Gel,40.32,41.51,1.25,0.15,0.22,0.24,0.48,111,112,113,112,123,182,In-Store,3.7,3.57,0.27
1523,Skincare,BrandE,Summer,Hydrating Serum,19.72,18.72,1.61,0.32,0.5,0.19,0.35,312,431,614,751,956,85,Online,4.7,1.88,0.34
1524,Skincare,BrandE,Winter,Hydrating Serum,10.65,11.52,1.59,0.13,0.23,0.12,0.36,229,248,290,315,418,92,In-Store,4.5,1.77,0.21
1525,Skincare,BrandF,Spring,Peeling Gel,45.56,46.54,0.79,0.22,0.3,0.28,0.4,54,58,57,55,62,96,In-Store,2.2,4.66,0.3
1526,Skincare,BrandE,Winter,Exfoliating Scrub,72.65,75.33,1.68,0.31,0.2,0.23,0.41,87,104,128,153,200,112,Social Media,5,1.35,0.29
1527,Skincare,BrandE,Spring,Sunscreen,96.77,97.38,0.74,0.29,0.25,0.11,0.31,56,57,61,64,67,145,In-Store,2.9,4.38,0.24
1528,Skincare,BrandC,Summer,Sunscreen,10.85,11.14,1.64,0.23,0.48,0.19,0.47,164,209,316,366,504,167,Online,4.9,1.77,0.34
1529,Bodycare,BrandC,Rainy,Body Mist,14.57,15.3,1.03,0.37,0.21,0.29,0.4,164,211,262,340,432,164,In-Store,4.9,1.23,0.32
1530,Makeup,BrandE,Winter,Liquid Eyeliner,52,51.21,1.95,0.37,0.41,0.18,0.44,129,167,233,256,346,190,In-Store,4.9,1.69,0.35
1531,Skincare,BrandA,Rainy,Hydrating Serum,95.3,97.53,0.95,0.22,0.41,0.11,0.39,86,91,95,97,94,177,In-Store,2.8,4.34,0.28
1532,Bodycare,BrandD,Rainy,Stretch Mark Cream,49.12,48.43,0.54,0.33,0.4,0.27,0.45,111,154,211,276,351,184,Social Media,5,1.2,0.36
1533,Skincare,BrandD,Rainy,Face Mist,97.41,96.65,0.79,0.27,0.36,0.19,0.44,67,63,68,71,83,125,Online,2.4,5.53,0.32
1534,Bodycare,BrandF,Rainy,Body Butter,35.53,35.68,0.83,0.31,0.23,0.1,0.31,102,134,150,167,198,71,In-Store,4.9,1.55,0.24
1535,Makeup,BrandD,Spring,Eyeshadow Palette,97.2,97.7,1.67,0.26,0.5,0.12,0.38,319,413,546,593,862,137,Online,4.6,1.1,0.32
1536,Bodycare,BrandB,Spring,Body Oil,21.06,22.03,1.26,0.16,0.22,0.15,0.36,94,99,110,107,123,53,Online,3,2.45,0.22
1537,Makeup,BrandF,Rainy,Bronzer,31.88,34.04,0.84,0.22,0.38,0.29,0.47,65,70,78,86,83,64,Online,2.5,5.47,0.34
1538,Bodycare,BrandD,Winter,Exfoliating Gloves,43.32,45.97,1.73,0.38,0.23,0.11,0.38,239,300,335,376,540,145,Social Media,5,1.18,0.28
1539,Bodycare,BrandC,Rainy,Body Oil,20.43,20.06,0.94,0.23,0.34,0.24,0.38,145,164,206,264,354,78,Social Media,4.7,1.12,0.3
1540,Makeup,BrandE,Rainy,Lip Gloss,44.98,46.82,0.68,0.29,0.4,0.27,0.43,80,77,76,83,79,65,Online,2.8,4.01,0.35
1541,Skincare,BrandA,Spring,Pore Minimizer,27.71,27.43,1.14,0.17,0.28,0.28,0.31,98,100,105,109,119,179,In-Store,3.5,3.85,0.26
1542,Skincare,BrandF,Rainy,Eye Cream,87.04,88.79,0.69,0.12,0.22,0.2,0.36,101,104,104,112,122,172,In-Store,4.2,3.12,0.22
1543,Bodycare,BrandA,Summer,Anti-Cellulite Cream,5.87,4.99,1.94,0.25,0.26,0.12,0.35,283,365,455,520,699,112,In-Store,4.9,1.01,0.24
1544,Skincare,BrandF,Summer,Face Toner,60.13,62.83,1.92,0.15,0.33,0.3,0.43,104,120,157,208,276,89,Online,4.6,1.49,0.3
1545,Skincare,BrandB,Winter,Facial Essence,24.58,24.3,1.87,0.39,0.47,0.14,0.32,148,203,316,367,482,153,Online,4.8,1.21,0.33
1546,Skincare,BrandD,Winter,Acne Treatment Gel,33.91,34.86,1.51,0.18,0.26,0.25,0.37,86,97,112,143,188,107,Social Media,4.8,1.66,0.26
1547,Makeup,BrandF,Rainy,Mascara,51.22,50.91,0.88,0.17,0.25,0.1,0.42,175,177,196,200,218,154,In-Store,4.7,1.35,0.24
1548,Skincare,BrandA,Winter,Makeup Remover,23.69,24.74,1.86,0.3,0.48,0.28,0.47,93,126,175,233,354,74,Online,5,1.91,0.38
1549,Bodycare,BrandB,Winter,Body Powder,81.87,83.24,1.85,0.34,0.39,0.2,0.49,270,375,486,552,855,198,In-Store,4.8,1.77,0.36
1550,Skincare,BrandB,Winter,Anti-Aging Cream,11.16,11.8,1.97,0.35,0.44,0.21,0.36,138,166,244,292,382,168,Online,4.7,1.3,0.34
1551,Skincare,BrandA,Spring,Facial Cleanser,79.42,78.92,1.26,0.38,0.31,0.21,0.41,244,281,278,294,340,75,Social Media,4.6,1.28,0.33
1552,Skincare,BrandE,Winter,Face Mist,73.76,74.06,1.89,0.11,0.42,0.28,0.4,257,290,388,511,625,128,In-Store,4.9,1.8,0.3
1553,Skincare,BrandA,Summer,Face Toner,36.07,35.94,1.96,0.25,0.3,0.21,0.43,216,245,325,370,501,130,Social Media,4.5,1.36,0.3
1554,Skincare,BrandC,Spring,Eye Cream,88.85,90.59,1.06,0.29,0.43,0.27,0.47,121,137,161,169,180,160,In-Store,4.7,1.26,0.36
1555,Skincare,BrandE,Spring,Hydrating Serum,82.26,84.24,1.23,0.16,0.49,0.17,0.39,84,85,102,110,117,63,In-Store,3.7,3.75,0.3
1556,Bodycare,BrandE,Winter,Foot Cream,6.57,6.74,1.69,0.31,0.22,0.16,0.34,134,172,215,241,296,109,Social Media,4.7,1.05,0.26
1557,Makeup,BrandC,Winter,Lipstick,77.77,77.54,1.53,0.12,0.25,0.2,0.4,129,147,174,200,251,95,In-Store,4.9,1.49,0.24
1558,Skincare,BrandE,Spring,Facial Cleanser,51.12,53.04,1.08,0.28,0.26,0.27,0.42,136,145,154,157,158,160,In-Store,3.8,2.53,0.31
1559,Makeup,BrandC,Winter,Mascara,14.57,15.97,1.94,0.2,0.43,0.16,0.34,246,295,422,498,595,146,Online,4.9,1.25,0.28
1560,Bodycare,BrandE,Rainy,Body Oil,74.67,76.4,0.55,0.15,0.25,0.15,0.47,92,107,135,153,208,125,Social Media,4.8,1.02,0.26
1561,Bodycare,BrandF,Summer,Anti-Cellulite Cream,42.1,42.01,1.9,0.18,0.27,0.12,0.46,114,125,160,181,255,95,In-Store,4.5,1.64,0.26
1562,Bodycare,BrandB,Winter,Foot Scrub,7.87,10.74,1.88,0.22,0.26,0.3,0.46,295,339,411,551,691,172,In-Store,4.6,1.7,0.31
1563,Makeup,BrandC,Rainy,CC Cream,42.87,43.01,0.63,0.35,0.44,0.17,0.4,118,122,139,137,164,145,Online,4,3.15,0.34
1564,Skincare,BrandE,Spring,Night Cream,87.08,86.49,0.56,0.21,0.48,0.2,0.36,81,88,89,95,96,158,In-Store,2.3,4.23,0.31
1565,Skincare,BrandC,Summer,Sunscreen,86.46,88.22,1.83,0.27,0.24,0.27,0.45,366,452,550,649,895,190,Online,4.6,1.4,0.31
1566,Skincare,BrandF,Summer,Hydrating Serum,89.93,92.92,1.65,0.11,0.25,0.13,0.47,221,235,300,343,522,54,Social Media,4.6,1.28,0.24
1567,Makeup,BrandB,Winter,Foundation,39.25,41.86,1.71,0.36,0.34,0.21,0.39,335,476,616,693,974,51,Online,4.8,1.48,0.32
1568,Skincare,BrandB,Summer,Hydrating Serum,11.04,12.06,1.53,0.2,0.22,0.16,0.4,236,268,328,364,512,58,Social Media,4.7,1.28,0.25
1569,Skincare,BrandF,Spring,Night Cream,23.46,25.03,0.61,0.17,0.33,0.13,0.41,72,74,84,87,90,172,Online,2.8,5.5,0.26
1570,Skincare,BrandF,Spring,Facial Cleanser,17.94,19.98,1.1,0.29,0.3,0.29,0.45,103,116,114,123,118,94,Social Media,3,2.05,0.33
1571,Bodycare,BrandE,Rainy,Deodorant,85.26,84.32,1.07,0.15,0.49,0.18,0.3,116,125,190,211,246,87,Social Media,4.9,1.89,0.28
1572,Bodycare,BrandA,Summer,Shower Gel,70.44,70.37,1.82,0.25,0.42,0.18,0.33,193,238,308,363,501,187,In-Store,4.9,1.18,0.3
1573,Bodycare,BrandB,Summer,After-Sun Lotion,29.94,30.75,1.9,0.11,0.22,0.1,0.38,110,123,143,155,216,153,In-Store,4.9,1.59,0.2
1574,Skincare,BrandE,Rainy,Face Toner,86.46,89.17,0.94,0.27,0.26,0.21,0.45,174,177,197,211,217,113,Online,5,1.9,0.3
1575,Makeup,BrandD,Rainy,Setting Spray,85.06,87.26,0.9,0.17,0.34,0.12,0.35,130,134,134,140,141,137,Online,3.1,3.87,0.24
1576,Bodycare,BrandE,Rainy,Stretch Mark Cream,21.04,21.52,0.89,0.14,0.31,0.19,0.4,170,193,251,276,408,191,Online,5,1.33,0.26
1577,Bodycare,BrandF,Summer,Hand Cream,78.07,77.38,1.84,0.25,0.23,0.29,0.33,381,468,523,677,920,74,Social Media,4.7,1.26,0.28
1578,Bodycare,BrandC,Rainy,Body Powder,87.45,86.49,1.29,0.37,0.31,0.25,0.32,250,318,371,446,552,101,In-Store,4.5,1.37,0.31
1579,Bodycare,BrandC,Winter,Body Mist,93.56,95.09,1.84,0.34,0.35,0.25,0.38,366,477,644,789,1038,63,Online,4.8,1.07,0.33
1580,Bodycare,BrandC,Spring,Foot Cream,96.02,98.06,1.28,0.14,0.26,0.15,0.49,145,145,158,155,177,111,Social Media,3.1,3.58,0.26
1581,Skincare,BrandE,Summer,Anti-Aging Cream,91.91,92.46,1.64,0.18,0.5,0.26,0.37,292,346,530,610,796,191,Online,4.6,1.63,0.33
1582,Makeup,BrandB,Rainy,Eyeliner,81.53,81.2,0.52,0.36,0.35,0.28,0.43,54,54,50,53,51,194,Social Media,2.9,4.54,0.36
1583,Makeup,BrandE,Summer,Lipstick,71.53,72.46,1.05,0.26,0.25,0.24,0.49,153,182,206,258,346,100,In-Store,4.7,1.69,0.31
1584,Skincare,BrandD,Spring,Peeling Gel,61.86,63.39,0.6,0.34,0.42,0.23,0.43,62,66,78,81,78,101,In-Store,2.2,5.32,0.36
1585,Skincare,BrandC,Spring,Face Toner,81.41,83.41,0.83,0.32,0.4,0.28,0.32,98,111,115,124,122,118,Online,3,3.36,0.33
1586,Makeup,BrandB,Winter,Liquid Eyeliner,25.79,28.27,1.75,0.36,0.27,0.21,0.3,266,323,388,482,609,119,Social Media,4.9,1.3,0.28
1587,Makeup,BrandB,Rainy,Matte Lipstick,96.68,97.44,1.02,0.26,0.43,0.16,0.32,154,148,157,160,176,78,Online,3.5,2.57,0.29
1588,Bodycare,BrandE,Winter,Body Oil,27.31,28.32,1.59,0.36,0.49,0.21,0.38,305,429,650,756,1093,183,In-Store,4.5,1.35,0.36
1589,Bodycare,BrandB,Spring,Shower Gel,48.21,48.7,0.67,0.25,0.41,0.22,0.44,140,136,162,162,181,144,Social Media,4.6,1.68,0.33
1590,Bodycare,BrandA,Rainy,Shower Gel,67.41,69.45,0.54,0.36,0.47,0.15,0.44,35,45,63,71,93,176,Online,2.8,5.93,0.36
1591,Bodycare,BrandE,Rainy,Body Scrub,18.56,19.05,1.17,0.32,0.3,0.12,0.33,193,263,342,374,442,82,In-Store,4.9,1.08,0.27
1592,Makeup,BrandA,Spring,Liquid Eyeliner,55.3,54.49,1.94,0.23,0.21,0.25,0.38,116,145,168,200,263,198,Social Media,4.7,1.46,0.27
1593,Skincare,BrandE,Rainy,Hydrating Serum,77.03,77.24,0.59,0.23,0.29,0.3,0.43,122,136,153,145,140,98,In-Store,3,3.53,0.31
1594,Skincare,BrandA,Summer,Sunscreen,91.69,91.8,1.53,0.2,0.44,0.13,0.31,203,227,302,348,412,178,In-Store,4.8,1.59,0.27
1595,Bodycare,BrandC,Rainy,Body Butter,66.22,65.86,0.9,0.24,0.4,0.22,0.41,157,194,269,337,445,193,Social Media,4.6,1.99,0.32
1596,Bodycare,BrandF,Winter,Body Oil,5.5,6.3,1.64,0.1,0.41,0.23,0.34,223,241,340,413,570,60,Online,4.6,1.25,0.27
1597,Skincare,BrandF,Rainy,Brightening Cream,17.01,16.86,1.11,0.25,0.47,0.16,0.31,119,122,123,120,139,121,Online,3,2.18,0.3
1598,Skincare,BrandB,Rainy,Face Toner,64.31,64.27,1.01,0.25,0.36,0.19,0.32,58,64,70,73,79,89,Social Media,2.1,4.88,0.28
1599,Skincare,BrandC,Spring,Night Cream,18.54,17.7,0.65,0.16,0.27,0.12,0.46,96,100,111,112,102,106,In-Store,4,2.99,0.25
1600,Skincare,BrandE,Winter,Eye Cream,64.26,63.64,1.53,0.12,0.4,0.16,0.31,202,219,286,313,365,86,Social Media,4.8,1.94,0.25
1601,Skincare,BrandE,Summer,Facial Essence,31.13,33.16,1.75,0.31,0.39,0.27,0.34,282,373,457,550,703,155,Social Media,4.6,1.62,0.33
1602,Skincare,BrandD,Winter,Face Mist,21.34,21.22,1.56,0.38,0.34,0.18,0.39,83,109,151,181,235,187,Social Media,4.9,1.99,0.32
1603,Skincare,BrandA,Winter,Anti-Aging Cream,14.03,16.31,1.54,0.18,0.31,0.16,0.39,213,249,299,351,505,147,In-Store,4.7,1.83,0.26
1604,Bodycare,BrandF,Summer,Body Butter,71.49,70.87,1.85,0.29,0.48,0.26,0.36,211,278,396,516,699,139,Online,4.9,1.25,0.35
1605,Skincare,BrandD,Winter,Facial Essence,53.83,56.19,1.5,0.15,0.27,0.13,0.36,87,94,109,120,152,186,Social Media,4.4,2.5,0.23
1606,Bodycare,BrandF,Summer,Foot Scrub,15.74,16.88,1.81,0.39,0.38,0.18,0.43,291,383,469,540,760,172,Social Media,4.9,1.29,0.34
1607,Makeup,BrandC,Spring,Setting Powder,43.15,45.81,1.93,0.15,0.41,0.12,0.45,365,411,496,559,731,55,Social Media,4.6,1.39,0.28
1608,Skincare,BrandA,Winter,Pore Minimizer,62.42,62.91,1.96,0.37,0.24,0.26,0.38,410,559,660,822,1082,153,In-Store,4.5,1.01,0.31
1609,Skincare,BrandE,Summer,Face Toner,71.98,74.94,1.63,0.31,0.49,0.27,0.41,166,210,308,391,579,136,Online,4.6,1.09,0.37
1610,Bodycare,BrandF,Spring,Foot Scrub,52.35,52.21,1.13,0.28,0.29,0.24,0.46,130,126,130,140,166,113,Online,3.1,3.02,0.32
1611,Bodycare,BrandA,Winter,Body Wash,82.26,81.72,1.95,0.27,0.4,0.24,0.44,316,367,458,585,860,97,Social Media,4.9,1.5,0.34
1612,Skincare,BrandD,Summer,Night Cream,74.27,76.05,1.94,0.17,0.28,0.17,0.33,338,402,517,564,700,108,Online,4.8,1.42,0.24
1613,Bodycare,BrandA,Rainy,Body Wash,40.89,40.82,0.78,0.12,0.45,0.11,0.49,91,100,153,170,212,52,In-Store,5,1.46,0.29
1614,Makeup,BrandC,Winter,Eyeliner,57.77,59.49,1.56,0.13,0.2,0.14,0.44,95,104,120,135,196,164,Online,4.6,1.8,0.23
1615,Skincare,BrandF,Summer,Acne Treatment Gel,75.74,76.32,1.58,0.31,0.28,0.15,0.42,183,243,321,365,512,109,Social Media,5,1.09,0.29
1616,Bodycare,BrandC,Spring,Anti-Cellulite Cream,34.51,36.44,0.72,0.11,0.45,0.15,0.4,59,62,67,69,75,149,Online,2.9,5.37,0.28
1617,Skincare,BrandF,Rainy,Makeup Remover,64.55,64.35,0.8,0.26,0.43,0.18,0.3,122,121,146,144,138,59,Online,3.4,2.49,0.29
1618,Bodycare,BrandC,Summer,Foot Scrub,45.45,46.2,1.65,0.24,0.33,0.2,0.47,124,140,178,217,314,67,Social Media,4.9,1.62,0.31
1619,Bodycare,BrandB,Winter,Deodorant,89.36,88.77,1.87,0.3,0.22,0.23,0.47,120,155,194,229,308,135,Online,4.8,1.99,0.3
1620,Skincare,BrandC,Rainy,Vitamin C Serum,82.72,84,1.02,0.24,0.22,0.17,0.44,212,210,206,209,198,69,Social Media,4.9,1.03,0.27
1621,Bodycare,BrandA,Spring,Body Oil,35.48,38.36,1,0.1,0.27,0.23,0.4,112,114,122,128,152,186,In-Store,4.4,3.95,0.25
1622,Makeup,BrandE,Winter,Liquid Eyeliner,15.22,15.08,1.62,0.27,0.45,0.1,0.36,109,132,185,206,293,157,In-Store,5,1.15,0.3
1623,Bodycare,BrandC,Winter,Bath Salts,28.77,30.04,1.55,0.36,0.45,0.23,0.47,200,243,323,408,529,88,In-Store,4.7,1.11,0.38
1624,Makeup,BrandC,Winter,Makeup Primer,93.74,94.36,1.68,0.28,0.4,0.13,0.4,183,244,341,376,554,133,Online,5,1.35,0.3
1625,Makeup,BrandB,Summer,Eyebrow Pencil,35.68,35.92,0.81,0.27,0.45,0.19,0.47,128,163,218,268,410,171,Social Media,4.6,1.42,0.34
1626,Bodycare,BrandC,Summer,Body Lotion,61.95,61.64,2,0.19,0.41,0.12,0.44,228,254,307,331,427,188,In-Store,4.9,1.7,0.29
1627,Makeup,BrandE,Winter,Foundation,27.5,26.77,1.72,0.39,0.44,0.3,0.36,327,436,630,787,1125,185,In-Store,4.6,1.76,0.37
1628,Makeup,BrandD,Spring,Eyeshadow Palette,89.61,88.78,1.66,0.14,0.49,0.24,0.33,209,237,347,405,491,197,Social Media,5,1.78,0.3
1629,Skincare,BrandB,Rainy,Face Serum,77.05,76.17,1.07,0.25,0.5,0.19,0.44,98,105,105,111,111,103,Online,4.1,2.94,0.34
1630,Bodycare,BrandE,Rainy,Body Powder,59.37,59.73,1.03,0.32,0.33,0.24,0.49,64,88,120,145,229,127,In-Store,4.6,1.6,0.34
1631,Makeup,BrandF,Rainy,Blush,69.16,71.31,1.14,0.14,0.24,0.19,0.48,203,210,233,239,220,180,Online,4.5,1.37,0.26
1632,Makeup,BrandF,Winter,Foundation,32.78,33.09,1.94,0.28,0.39,0.19,0.4,345,448,650,777,1017,180,Online,5,1.93,0.32
1633,Bodycare,BrandB,Rainy,Body Cream,54.73,56.38,1,0.12,0.41,0.1,0.49,200,221,268,299,374,189,In-Store,4.6,1.61,0.28
1634,Makeup,BrandB,Spring,Lipstick,71.94,74.73,1.76,0.23,0.4,0.29,0.45,127,153,204,258,335,191,Online,4.6,1.95,0.34
1635,Skincare,BrandF,Winter,Hydrating Serum,83.1,82.14,1.65,0.12,0.38,0.12,0.34,101,113,146,158,185,115,In-Store,4.8,1.94,0.24
1636,Bodycare,BrandD,Spring,Body Mist,90.66,93.44,0.56,0.35,0.48,0.21,0.37,99,108,109,117,126,96,In-Store,3.4,3.59,0.35
1637,Bodycare,BrandD,Summer,Deodorant,54.07,57.01,1.96,0.11,0.5,0.11,0.44,345,387,554,590,807,136,In-Store,4.8,1.36,0.29
1638,Makeup,BrandE,Rainy,Lip Gloss,14.85,17.31,0.9,0.32,0.22,0.26,0.47,50,50,54,57,67,51,Social Media,3,5.8,0.32
1639,Skincare,BrandA,Rainy,Hydrating Serum,14.49,15.23,0.58,0.33,0.47,0.12,0.34,34,33,38,39,45,147,Social Media,2.6,4.35,0.32
1640,Skincare,BrandE,Spring,Face Toner,61.61,62.68,1.25,0.25,0.5,0.24,0.33,221,217,263,282,312,69,In-Store,4.6,1.59,0.33
1641,Skincare,BrandD,Spring,Pore Minimizer,91.23,92.04,0.67,0.24,0.36,0.19,0.46,108,105,113,119,126,80,In-Store,3.6,2.78,0.31
1642,Makeup,BrandB,Summer,Matte Lipstick,68.2,69.14,1.08,0.12,0.34,0.28,0.5,119,131,168,220,323,105,In-Store,4.8,1.73,0.31
1643,Makeup,BrandD,Spring,CC Cream,27.29,27.56,1.61,0.1,0.49,0.15,0.35,134,148,231,256,322,129,In-Store,4.7,1.58,0.27
1644,Skincare,BrandA,Rainy,Vitamin C Serum,98.6,98.76,0.63,0.24,0.44,0.27,0.36,128,142,136,134,148,60,In-Store,4.1,3.34,0.33
1645,Makeup,BrandC,Spring,Eyeliner,45.6,48.16,1.93,0.36,0.46,0.27,0.38,158,209,278,352,430,173,In-Store,4.7,1.64,0.37
1646,Skincare,BrandB,Spring,Hydrating Mask,29.06,28.86,0.67,0.14,0.36,0.21,0.39,90,92,89,94,87,187,Social Media,2.2,5.44,0.28
1647,Skincare,BrandB,Rainy,Facial Essence,47.49,48.08,1.08,0.32,0.33,0.1,0.33,170,173,182,185,198,53,Online,4.8,1.33,0.27
1648,Skincare,BrandF,Spring,Sunscreen,15.99,17.3,1.12,0.19,0.41,0.2,0.43,193,195,224,241,275,112,Online,4.6,1.21,0.31
1649,Skincare,BrandD,Rainy,Face Toner,62.22,62.15,0.92,0.39,0.41,0.26,0.49,109,112,103,107,97,116,Social Media,2.6,4.7,0.39
1650,Makeup,BrandA,Spring,Lip Gloss,19.66,18.99,1.98,0.33,0.43,0.14,0.34,309,378,572,656,896,53,Social Media,4.8,1.32,0.31
1651,Makeup,BrandF,Spring,Highlighter,64.83,64.42,1.67,0.16,0.22,0.11,0.44,230,264,321,352,536,87,Online,4.7,1.41,0.23
1652,Bodycare,BrandE,Rainy,Foot Scrub,89.61,92.03,0.82,0.35,0.32,0.16,0.34,125,170,215,240,319,131,Online,4.8,1.14,0.29
1653,Bodycare,BrandC,Winter,After-Sun Lotion,88.32,89.44,1.75,0.36,0.24,0.22,0.37,331,410,469,522,643,150,Online,4.5,1.03,0.3
1654,Skincare,BrandA,Spring,Brightening Cream,86.9,87.09,1.27,0.35,0.43,0.12,0.43,258,253,304,301,310,141,Social Media,4.6,1.73,0.33
1655,Skincare,BrandD,Spring,Hydrating Mask,67.19,69.38,1.22,0.36,0.45,0.14,0.4,253,248,284,286,327,146,Online,4.9,1.27,0.34
1656,Makeup,BrandC,Rainy,Contour Kit,45.03,44.81,0.95,0.12,0.47,0.24,0.34,134,141,159,174,166,113,Online,3.5,2.33,0.29
1657,Skincare,BrandC,Rainy,Exfoliating Scrub,29.86,31.42,0.84,0.32,0.36,0.2,0.42,66,66,63,62,62,121,Social Media,2.5,4.01,0.32
1658,Bodycare,BrandF,Summer,Body Oil,81.13,83.1,1.62,0.34,0.42,0.18,0.49,180,216,313,378,588,60,In-Store,4.5,1.06,0.36
1659,Bodycare,BrandD,Summer,Body Cream,53.17,55.95,1.81,0.21,0.32,0.25,0.43,101,113,131,149,193,123,Social Media,5,1.5,0.3
1660,Skincare,BrandC,Rainy,Pore Minimizer,95.62,95.29,0.64,0.27,0.39,0.2,0.5,116,113,105,108,109,161,Social Media,3.9,3.89,0.34
1661,Bodycare,BrandF,Rainy,Anti-Cellulite Cream,44.52,46.82,1.23,0.22,0.34,0.15,0.45,256,302,361,392,586,157,Online,4.8,1.43,0.29
1662,Skincare,BrandE,Spring,Night Cream,87.32,90.27,1.06,0.31,0.2,0.23,0.48,135,139,142,145,142,146,Online,3.8,2.5,0.3
1663,Skincare,BrandC,Rainy,Brightening Cream,99.75,102.05,1.24,0.23,0.29,0.21,0.31,74,75,80,84,90,161,Social Media,2,5.02,0.26
1664,Skincare,BrandD,Spring,Face Serum,63.58,65.82,1.05,0.1,0.44,0.16,0.33,194,203,187,188,192,142,In-Store,4.7,1.85,0.26
1665,Bodycare,BrandC,Rainy,Body Balm,23.66,22.75,0.51,0.24,0.31,0.21,0.5,44,55,75,93,133,151,Social Media,4.1,3.96,0.32
1666,Skincare,BrandE,Winter,Hydrating Mask,57.09,59.57,1.87,0.1,0.36,0.14,0.35,370,394,505,542,653,101,In-Store,4.8,1.43,0.24
1667,Bodycare,BrandA,Winter,Body Balm,74.2,74.36,1.84,0.35,0.22,0.16,0.36,289,405,501,567,706,81,Online,4.9,1.97,0.27
1668,Makeup,BrandB,Rainy,Lip Liner,46.34,48.17,1.11,0.38,0.38,0.22,0.42,203,233,264,285,282,182,Online,4.7,1.66,0.35
1669,Skincare,BrandD,Summer,Facial Cleanser,46.4,47.31,1.8,0.37,0.35,0.14,0.44,256,318,377,423,541,154,Online,4.9,1.8,0.32
1670,Makeup,BrandA,Spring,Lip Gloss,57.19,59.22,1.54,0.19,0.3,0.23,0.32,174,206,245,281,353,157,Online,4.6,1.84,0.26
1671,Skincare,BrandB,Summer,Makeup Remover,29.66,32.28,1.81,0.3,0.37,0.2,0.31,335,425,510,630,769,83,Online,4.6,1.39,0.3
1672,Bodycare,BrandC,Summer,Deodorant,22.89,23.5,1.67,0.26,0.3,0.11,0.48,92,110,134,143,209,59,Online,4.6,1.41,0.29
1673,Bodycare,BrandA,Rainy,Exfoliating Gloves,41.89,41.36,1.03,0.13,0.2,0.26,0.45,135,150,182,223,285,57,Online,4.9,1.81,0.26
1674,Makeup,BrandB,Winter,Contour Kit,51.79,51.37,1.6,0.22,0.47,0.21,0.4,280,329,484,591,734,128,In-Store,4.7,1.4,0.32
1675,Bodycare,BrandC,Summer,Exfoliating Gloves,80.13,83.06,2,0.22,0.25,0.25,0.41,194,229,268,311,393,86,In-Store,4.9,1.68,0.28
1676,Skincare,BrandB,Rainy,Pore Minimizer,54.72,54.57,0.9,0.15,0.22,0.2,0.36,106,107,110,112,119,103,Online,3,3.03,0.23
1677,Makeup,BrandE,Summer,Liquid Eyeliner,7.38,10.21,1.21,0.29,0.44,0.18,0.34,109,136,208,228,302,89,Social Media,4.9,1.75,0.31
1678,Skincare,BrandD,Winter,Face Serum,54.89,56.14,1.52,0.32,0.28,0.23,0.32,108,143,173,206,279,144,Online,4.6,1.87,0.29
1679,Bodycare,BrandA,Spring,Shaving Gel,32.33,32.94,1.06,0.28,0.34,0.23,0.4,188,200,221,233,225,162,In-Store,4.5,1.06,0.31
1680,Skincare,BrandF,Spring,Makeup Remover,24.28,25.95,0.52,0.36,0.37,0.3,0.38,100,95,98,101,95,78,Social Media,2.9,4.78,0.35
1681,Bodycare,BrandA,Summer,Anti-Cellulite Cream,65.48,68.43,1.68,0.32,0.4,0.22,0.33,197,259,311,369,456,96,Online,4.7,1.46,0.32
1682,Skincare,BrandE,Rainy,Hydrating Serum,96.93,98.02,0.51,0.4,0.47,0.18,0.44,61,61,69,67,67,116,Social Media,2.8,4.99,0.37
1683,Skincare,BrandE,Summer,Hydrating Serum,91.7,93.49,1.84,0.28,0.39,0.17,0.35,153,176,237,262,361,193,Social Media,4.7,1.66,0.3
